"","county_year","county","year","pop_county","pop_national","Bezirksverwaltung_im","county_im","Date_im","ims","imb","ime","fim","sum_im","year_im","day","month","typ_im","year_prisoners","tgs","parrests","ovs","opks","city_county","zersetz","zersetz_and_prevent","objektdienststellen","all26","initiated_telephone","realised_telephone","tapped_calls","transcribed_calls","initiated_roomcontrol","realised_roomcontrol","reports_roomcontrol","initiated_acustic","realised_acustic","reports_acustic","Hauptamtliche_Mitarbeiter_Abt26","territory_1988","cities","districtcapital","dist_border","protests53","poland","WGTV","dist_Berlin","districtcapital.1","WGTV_continuous","exits_89","pop_change_80to88","canton_year","district","Jahr.y","Wohnbevölkerung","mannlich","weiblich","percentage_employed_persons","percentage_construction_workers","percentage_farmers","industrial_productivity","available_flats","hospital_beds_per10000cit","theater_performances","theater_guests","canton.y","petition_sum","so2","staub","flats_per_ht","hospital_beds_per_ht","theater_perf_per_ht","theater_guests_per_ht","percentage_female","pop.log","ovs_clean","opks_clean","sum_im_clean","ims_clean","ims_impute","opks_impute","ovs_impute","sum_im_impute","imb_impute","ims_only_impute","zersetz_and_prevent_impute","realised_telephone_imputed","realised_roomcontrol_imputed","realised_acustic_imputed","abt26_imputed","pris_per_capita","opks_per_capita","ims_per_capita","total_ims_per_capita","ovs_per_capita","sum_im_impute_per_capita","opks_impute_per_capita","imb_impute_per_capita","ovs_impute_per_capita","pris_per_ht","opks_per_ht","ims_per_ht","total_ims_per_ht","imb_per_ht","ovs_per_ht","sum_im_impute_per_ht","opks_impute_per_ht","imb_impute_per_ht","ovs_impute_per_ht","ims_only_impute_per_ht","pop_change_yearly"
"1","Altenburg _ 1983","Altenburg",1983,109286,16701487,"Leipzig","Altenburg","31/12/83",238,2,21,4,265,1983,NA,NA,"Kreis",1983,1301,NA,8,55,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,3,0,73.0069864719,4,0,1,182.502250483,FALSE,1,630,-0.066048512324415,"Leipzig _ 1983","Leipzig",1983,1392.6,646,746.6,706.1,6.6,8.2,172,18125,126,2071,1148,"Leipzig",NA,NA,NA,16584.9239609831,1260,1895.02772541771,1050.45477005289,0.536119488726124,11.601723578129,8,55,265,238,238,55,8,265,2,238,0,822,NA,84,41,NA,0.000503266658126384,0.00217777208425599,0.00242483026188167,7.32024230002013e-05,0.00242483026188167,0.000503266658126384,1.83006057500503e-05,7.32024230002013e-05,NA,50.3266658126384,217.777208425599,242.483026188167,1.83006057500503,7.32024230002013,242.483026188167,50.3266658126384,1.83006057500503,7.32024230002013,217.777208425599,NA
"2","Altenburg _ 1984","Altenburg",1984,108264,16659957,"Leipzig","Altenburg","31/12/84",230,2,22,5,259,1984,NA,NA,"Kreis",1984,1301,11,2,47,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,3,0,73.0069864719,4,0,1,182.502250483,FALSE,1,630,-0.066048512324415,"Leipzig _ 1984","Leipzig",1984,1384,643,741.1,706.9,6.6,8.3,176,19437,123,2262,1205,"Leipzig",4627,"100-250","25-100",17953.3362890712,1230,2089.33717579251,1113.02002512377,0.535476878612717,11.5923279677563,2,47,259,230,230,47,2,259,2,230,0,822,NA,84,41,0.000101603487770635,0.000434123993201803,0.00212443656247691,0.00239230030296313,1.84733614128427e-05,0.00239230030296313,0.000434123993201803,1.84733614128427e-05,1.84733614128427e-05,10.1603487770635,43.4123993201803,212.443656247691,239.230030296313,1.84733614128427,1.84733614128427,239.230030296313,43.4123993201803,1.84733614128427,1.84733614128427,212.443656247691,-0.935160953827572
"3","Altenburg _ 1985","Altenburg",1985,107274,16640059,"Leipzig","Altenburg","31/12/85",241,2,28,6,277,1985,31,12,"Kreis",1985,1301,5,5,38,0,0,0,0,NA,749,710,"",NA,4,"0",0,132,84,385,41,345,3,0,73.0069864719,4,0,1,182.502250483,FALSE,1,630,-0.066048512324415,"Leipzig _ 1985","Leipzig",1985,1378.5,642.1,736.3,708.8,6.6,8.3,181,19725,123,2284,1123,"Leipzig",5023,NA,NA,18387.4937077018,1230,2129.12728154073,1046.85198650185,0.534131302140007,11.5831415879799,5,38,277,241,241,38,5,277,2,241,0,710,2,84,41,4.66096164960755e-05,0.000354233085370174,0.00224658351511084,0.00258217275388258,4.66096164960755e-05,0.00258217275388258,0.000354233085370174,1.86438465984302e-05,4.66096164960755e-05,4.66096164960755,35.4233085370174,224.658351511084,258.217275388258,1.86438465984302,4.66096164960755,258.217275388258,35.4233085370174,1.86438465984302,4.66096164960755,224.658351511084,-0.914431389935713
"4","Altenburg _ 1986","Altenburg",1986,105983,16639877,"Leipzig","Altenburg","31/12/86",236,2,31,6,275,1986,31,12,"Kreis",1986,1301,7,4,30,0,0,0,0,1238,950,934,"146313",10634,NA,NA,NA,NA,NA,NA,41,345,3,0,73.0069864719,4,0,1,182.502250483,FALSE,1,630,-0.066048512324415,"Leipzig _ 1986","Leipzig",1986,1371.4,641,730.4,708.3,6.6,8.3,186,19527,122,2267,1080,"Leipzig",4586,"100-250","25-100",18424.6530103885,1220,2139.02229602861,1019.03135408509,0.532594429050605,11.5710339828739,4,30,275,236,236,30,4,275,2,236,0,934,NA,84,41,6.6048328505515e-05,0.000283064265023636,0.00222677221818594,0.00259475576271666,3.77419020031514e-05,0.00259475576271666,0.000283064265023636,1.88709510015757e-05,3.77419020031514e-05,6.6048328505515,28.3064265023636,222.677221818594,259.475576271666,1.88709510015757,3.77419020031514,259.475576271666,28.3064265023636,1.88709510015757,3.77419020031514,222.677221818594,-1.20346029792867
"5","Altenburg _ 1987","Altenburg",1987,105357,16661423,"Leipzig","Altenburg","31/12/87",251,2,29,7,289,1987,31,12,"Kreis",1987,1301,7,6,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,3,0,73.0069864719,4,0,1,182.502250483,FALSE,1,630,-0.066048512324415,"Leipzig _ 1987","Leipzig",1987,1366,640.8,725.3,705,6.5,8.3,189,19031,120,2048,948,"Leipzig",4198,NA,NA,18063.3465265716,1200,1943.86704253158,899.797830234346,0.530966325036603,11.5651098622077,6,33,289,251,251,33,6,289,2,251,0,822,NA,84,41,6.64407680552787e-05,0.000313220763689171,0.00238237611169642,0.00274305456685365,5.69492297616675e-05,0.00274305456685365,0.000313220763689171,1.89830765872225e-05,5.69492297616675e-05,6.64407680552787,31.3220763689171,238.237611169642,274.305456685365,1.89830765872225,5.69492297616675,274.305456685365,31.3220763689171,1.89830765872225,5.69492297616675,238.237611169642,-0.59066076634932
"6","Altenburg _ 1988","Altenburg",1988,104653,16674632,"Leipzig","Altenburg","31/12/88",240,2,29,7,278,1988,31,12,"Kreis",1988,1301,23,9,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,3,0,73.0069864719,4,0,1,182.502250483,FALSE,1,630,-0.066048512324415,"Leipzig _ 1988","Leipzig",1988,1360.9,642,718.9,704.9,6.5,8.3,191,18877,119,2148,999,"Leipzig",NA,NA,NA,18037.7055602802,1190,2052.49730060294,954.583241760867,0.528253361745903,11.5584053944484,9,25,278,240,240,25,9,278,2,240,0,822,NA,84,41,0.000219773919524524,0.000238884695135352,0.00229329307329938,0.00265639780990512,8.59984902487267e-05,0.00265639780990512,0.000238884695135352,1.91107756108282e-05,8.59984902487267e-05,21.9773919524524,23.8884695135352,229.329307329938,265.639780990511,1.91107756108282,8.59984902487268,265.639780990511,23.8884695135352,1.91107756108282,8.59984902487268,229.329307329938,NA
"7","Altentreptow _ 1983","Altentreptow",1983,23585,16701487,"Neubrandenburg","Altentreptow","31/12/1983",111,1,9,13,134,NA,31,12,"Kreis",1983,301,NA,NA,7,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,1,0,129.899596972,1,0,0,132.35473821,FALSE,0.421111969434411,19,-0.0427180443339548,"Neubrandenburg _ 1983","Neubrandenburg",1983,621,300.5,320.5,299.4,8.9,26.6,208,795,94,764,154,"Neubrandenburg",NA,NA,NA,3370.78651685393,940,3239.34704261183,652.957388170447,0.51610305958132,10.0683661957184,NA,7,134,111,111,7,1,134,1,111,0.333333333333333,366,NA,68,28.5,NA,0.000296798812804749,0.0047063811744753,0.00568157727369091,NA,0.00568157727369091,0.000296798812804749,4.23998304006784e-05,4.23998304006784e-05,NA,29.6798812804749,470.63811744753,568.15772736909,4.23998304006784,NA,568.15772736909,29.6798812804749,4.23998304006784,4.23998304006784,470.63811744753,NA
"8","Altentreptow _ 1984","Altentreptow",1984,23503,16659957,"Neubrandenburg","Altentreptow","31/12/84",120,1,10,12,143,1984,31,12,"Kreis",1984,301,0,0,6,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,1,0,129.899596972,1,0,0,132.35473821,FALSE,0.421111969434411,19,-0.0427180443339548,"Neubrandenburg _ 1984","Neubrandenburg",1984,620.1,300.4,319.8,302.8,8.7,26.8,218,6959,95,713,168,"Neubrandenburg",602,"2.5-25","<2.5",29608.9860868825,950,3033.65527804961,714.802365655448,0.515723270440252,10.0648833515589,0,6,143,120,120,6,0,143,1,120,0.333333333333333,366,NA,68,28.5,0,0.00025528655916266,0.0051057311832532,0.0060843296600434,0,0.0060843296600434,0.00025528655916266,4.25477598604433e-05,0,0,25.528655916266,510.57311832532,608.43296600434,4.25477598604433,0,608.43296600434,25.528655916266,4.25477598604433,0,510.57311832532,-0.347678609285563
"9","Altentreptow _ 1985","Altentreptow",1985,23357,16640059,"Neubrandenburg","Altentreptow","31/12/85",125,1,12,13,151,1985,31,12,"Kreis",1985,301,0,1,6,0,NA,0,0,NA,418,408,"",NA,10,"10",98,75,68,841,28,501,1,0,129.899596972,1,0,0,132.35473821,FALSE,0.421111969434411,19,-0.0427180443339548,"Neubrandenburg _ 1985","Neubrandenburg",1985,619.6,300.5,319.1,305.9,8.4,26.9,226,6228,95,862,186,"Neubrandenburg",778,NA,NA,26664.3832683992,950,3690.54244980092,796.335145780708,0.515009683666882,10.0586520040375,1,6,151,125,125,6,1,151,1,125,0,408,4,68,28,0,0.000256882305090551,0.00535171468938648,0.00646487134477887,4.28137175150918e-05,0.00646487134477887,0.000256882305090551,4.28137175150918e-05,4.28137175150918e-05,0,25.6882305090551,535.171468938648,646.487134477887,4.28137175150918,4.28137175150918,646.487134477887,25.6882305090551,4.28137175150918,4.28137175150918,535.171468938648,-0.621197293962473
"10","Altentreptow _ 1986","Altentreptow",1986,23205,16639877,"Neubrandenburg","Altentreptow","31/12/86",127,0,13,13,153,1986,31,12,"Kreis",1986,301,0,2,10,0,NA,NA,0,471,342,324,"36600",6308,NA,NA,NA,NA,NA,NA,29,501,1,0,129.899596972,1,0,0,132.35473821,FALSE,0.421111969434411,19,-0.0427180443339548,"Neubrandenburg _ 1986","Neubrandenburg",1986,620.1,301.7,318.4,306.3,8.2,27,235,6338,94,850,188,"Neubrandenburg",NA,NA,NA,27313.079077785,940,3663.00366300366,810.170221934928,0.513465570069344,10.0521230516753,2,10,153,127,127,10,2,153,0,127,0.333333333333333,324,NA,68,29,0,0.000430941607412196,0.00547295841413488,0.00659340659340659,8.61883214824391e-05,0.00659340659340659,0.000430941607412196,0,8.61883214824391e-05,0,43.0941607412196,547.295841413488,659.340659340659,0,8.61883214824391,659.340659340659,43.0941607412196,0,8.61883214824391,547.295841413488,-0.650768506229396
"11","Altentreptow _ 1987","Altentreptow",1987,23207,16661423,"Neubrandenburg","Altentreptow","31/12/87",130,0,13,11,154,1987,31,12,"Kreis",1987,301,0,1,8,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,1,0,129.899596972,1,0,0,132.35473821,FALSE,0.421111969434411,19,-0.0427180443339548,"Neubrandenburg _ 1987","Neubrandenburg",1987,620.4,302.5,317.9,307,8.1,27.1,239,7629,93,775,175,"Neubrandenburg",NA,NA,NA,32873.7019002887,930,3339.50963071487,754.082819838842,0.51241134751773,10.0522092362828,1,8,154,130,130,8,1,154,0,130,0,366,NA,68,28.5,0,0.000344723574783471,0.0056017580902314,0.00663592881458181,4.30904468479338e-05,0.00663592881458181,0.000344723574783471,0,4.30904468479338e-05,0,34.472357478347,560.17580902314,663.592881458181,0,4.30904468479338,663.592881458181,34.472357478347,0,4.30904468479338,560.17580902314,0.00861883214824391
"12","Altentreptow _ 1988","Altentreptow",1988,23104,16674632,"Neubrandenburg","Altentreptow","31/12/88",132,0,11,9,152,1988,31,12,"Kreis",1988,301,0,1,6,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,1,0,129.899596972,1,0,0,132.35473821,FALSE,0.421111969434411,19,-0.0427180443339548,"Neubrandenburg _ 1988","Neubrandenburg",1988,620.5,303.3,317.1,307.3,7.9,26.9,245,7329,90,740,182,"Neubrandenburg",NA,"2.5-25","2.5-25",31721.7797783933,900,3202.90858725762,787.742382271468,0.511039484286866,10.0477610416926,1,6,152,132,132,6,1,152,0,132,1,366,NA,68,28.5,0,0.000259695290858726,0.00571329639889197,0.00657894736842105,4.32825484764543e-05,0.00657894736842105,0.000259695290858726,0,4.32825484764543e-05,0,25.9695290858726,571.329639889197,657.894736842105,0,4.32825484764543,657.894736842105,25.9695290858726,0,4.32825484764543,571.329639889197,NA
"13","Angermünde _ 1983","Angermünde",1983,36002,16701487,"Frankfurt (Oder)","Angermünde","31/12/1983",240,3,22,21,286,1983,31,12,"Kreis",1983,501,NA,7,35,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,4,0,170.015976205,3,1,1,82.7226154042,FALSE,0.96352011211106,25,-0.0659503420046319,"Frankfurt _ 1983","Frankfurt",1983,709,341.3,367.7,312.9,8.8,16,254,8514,82,995,164,"Frankfurt",NA,NA,NA,23648.6861841009,820,2763.73534803622,455.530248319538,0.518617771509168,10.4913297714506,7,35,286,240,240,35,7,286,3,240,1,250.5,NA,45,27.5,NA,0.000972168212877062,0.00666629631687128,0.00794400311093828,0.000194433642575412,0.00794400311093828,0.000972168212877062,8.33287039608911e-05,0.000194433642575412,NA,97.2168212877062,666.629631687128,794.400311093828,8.33287039608911,19.4433642575412,794.400311093828,97.2168212877062,8.33287039608911,19.4433642575412,666.629631687128,NA
"14","Angermünde _ 1984","Angermünde",1984,35588,16659957,"Frankfurt (Oder)","Angermünde","31/12/84",234,4,23,22,283,1984,31,12,"Kreis",1984,501,3,5,35,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,4,0,170.015976205,3,1,1,82.7226154042,FALSE,0.96352011211106,25,-0.0659503420046319,"Frankfurt _ 1984","Frankfurt",1984,706.8,339.4,367.4,316.7,8.7,16.1,261,8560,85,983,171,"Frankfurt",518,"<2.5","2.5-25",24053.0515904237,850,2762.16702259189,480.499044621783,0.519807583474816,10.4797637813647,5,35,283,234,234,35,5,283,4,234,3,250.5,NA,45,27.5,8.42980780038215e-05,0.000983477576711251,0.00657525008429808,0.00795211869169383,0.000140496796673036,0.00795211869169383,0.000983477576711251,0.000112397437338429,0.000140496796673036,8.42980780038215,98.3477576711251,657.525008429808,795.211869169383,11.2397437338429,14.0496796673036,795.211869169383,98.3477576711251,11.2397437338429,14.0496796673036,657.525008429808,-1.1499361146603
"15","Angermünde _ 1985","Angermünde",1985,35288,16640059,"Frankfurt (Oder)","Angermünde","31/12/85",235,5,23,21,284,1985,31,12,"Kreis",1985,501,2,6,35,0,0,1,0,NA,334,246,"",NA,3,"2",2,84,45,646,28,915,4,0,170.015976205,3,1,1,82.7226154042,FALSE,0.96352011211106,25,-0.0659503420046319,"Frankfurt _ 1985","Frankfurt",1985,707.1,340.3,366.8,320.6,8.5,16.1,284,7840,83,1176,192,"Frankfurt",862,NA,NA,22217.1843119474,830,3332.57764679211,544.094309680345,0.51873850940461,10.4712982417848,6,35,284,235,235,35,6,284,5,235,1,246,5,45,28,5.66764905917026e-05,0.000991838585354795,0.00665948764452505,0.00804806166402176,0.000170029471775108,0.00804806166402176,0.000991838585354795,0.000141691226479256,0.000170029471775108,5.66764905917026,99.1838585354795,665.948764452505,804.806166402176,14.1691226479256,17.0029471775108,804.806166402176,99.1838585354795,14.1691226479256,17.0029471775108,665.948764452505,-0.842980780038215
"16","Angermünde _ 1986","Angermünde",1986,35177,16639877,"Frankfurt (Oder)","Angermünde","31/12/86",229,5,23,19,276,1986,31,12,"Kreis",1986,501,2,4,35,0,0,4,0,458,309,255,"140830",5124,NA,NA,NA,NA,NA,NA,27,915,4,0,170.015976205,3,1,1,82.7226154042,FALSE,0.96352011211106,25,-0.0659503420046319,"Frankfurt _ 1986","Frankfurt",1986,710.6,344.1,366.6,321.6,8.4,16.1,294,8334,82,1122,187,"Frankfurt",537,"2.5-25","2.5-25",23691.6166813543,820,3189.58410324928,531.597350541547,0.515902054601745,10.4681477389305,4,35,276,229,229,35,4,276,5,229,4,255,NA,45,27,5.68553316087216e-05,0.000994968303152628,0.00650993546919862,0.00784603576200358,0.000113710663217443,0.00784603576200358,0.000994968303152628,0.000142138329021804,0.000113710663217443,5.68553316087216,99.4968303152628,650.993546919862,784.603576200358,14.2138329021804,11.3710663217443,784.603576200358,99.4968303152628,14.2138329021804,11.3710663217443,650.993546919862,-0.314554522783949
"17","Angermünde _ 1987","Angermünde",1987,34926,16661423,"Frankfurt (Oder)","Angermünde","31/12/87",223,5,21,16,265,1987,31,12,"Kreis",1987,501,2,3,34,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,4,0,170.015976205,3,1,1,82.7226154042,FALSE,0.96352011211106,25,-0.0659503420046319,"Frankfurt _ 1987","Frankfurt",1987,712.1,345.8,366.3,323.3,8.2,16,308,8218,81,1087,182,"Frankfurt",574,NA,NA,23529.7486113497,810,3112.2945656531,521.101758002634,0.514394045780087,10.4609868164998,3,34,265,223,223,34,3,265,5,223,2,250.5,NA,45,27.5,5.72639294508389e-05,0.000973486800664262,0.00638492813376854,0.00758747065223616,8.58958941762584e-05,0.00758747065223616,0.000973486800664262,0.000143159823627097,8.58958941762584e-05,5.72639294508389,97.3486800664262,638.492813376854,758.747065223616,14.3159823627097,8.58958941762584,758.747065223616,97.3486800664262,14.3159823627097,8.58958941762584,638.492813376854,-0.713534411689456
"18","Angermünde _ 1988","Angermünde",1988,34685,16674632,"Frankfurt (Oder)","Angermünde","31/12/88",206,5,21,16,248,1988,31,12,"Kreis",1988,501,3,5,33,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,4,0,170.015976205,3,1,1,82.7226154042,FALSE,0.96352011211106,25,-0.0659503420046319,"Frankfurt _ 1988","Frankfurt",1988,713.8,347.8,366,324.6,8.1,15.9,319,8503,83,1045,170,"Frankfurt",NA,NA,NA,24514.9199942338,830,3012.82975349575,490.125414444284,0.512748669094985,10.4540625958194,5,33,248,206,206,33,5,248,5,206,4,250.5,NA,45,27.5,8.64927201960502e-05,0.000951419922156552,0.00593916678679544,0.00715006486954015,0.000144154533660084,0.00715006486954015,0.000951419922156552,0.000144154533660084,0.000144154533660084,8.64927201960502,95.1419922156552,593.916678679544,715.006486954015,14.4154533660084,14.4154533660084,715.006486954015,95.1419922156552,14.4154533660084,14.4154533660084,593.916678679544,NA
"19","Anklam _ 1983","Anklam",1983,40729,16701487,"Neubrandenburg","Anklam","31/12/1983",214,0,2,12,228,NA,31,12,"Kreis",1983,302,NA,NA,12,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,1,0,161.293873193,3,0,0,146.546026934,FALSE,0.230029265120312,25,-0.076688277885571,"Neubrandenburg _ 1983","Neubrandenburg",1983,621,300.5,320.5,299.4,8.9,26.6,208,795,94,764,154,"Neubrandenburg",NA,NA,NA,1951.92614598934,940,1875.81330256083,378.108964128753,0.51610305958132,10.6146956484137,NA,12,228,214,214,12,1.4,228,0,214,0.333333333333333,366,NA,68,28.5,NA,0.000294630361658769,0.00525424144958138,0.00559797687151661,NA,0.00559797687151661,0.000294630361658769,0,3.4373542193523e-05,NA,29.4630361658769,525.424144958138,559.797687151661,0,NA,559.797687151661,29.4630361658769,0,3.4373542193523,525.424144958138,NA
"20","Anklam _ 1984","Anklam",1984,40261,16659957,"Neubrandenburg","Anklam","31/12/84",205,1,3,10,219,1984,31,12,"Kreis",1984,302,3,0,15,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,1,0,161.293873193,3,0,0,146.546026934,FALSE,0.230029265120312,25,-0.076688277885571,"Neubrandenburg _ 1984","Neubrandenburg",1984,620.1,300.4,319.8,302.8,8.7,26.8,218,6959,95,713,168,"Neubrandenburg",820,"2.5-25","2.5-25",17284.7172201386,950,1770.94458657261,417.277265840391,0.515723270440252,10.6031385374347,0,15,219,205,205,15,0,219,1,205,0.333333333333333,366,NA,68,28.5,7.45137974714985e-05,0.000372568987357492,0.0050917761605524,0.00543950721541939,0,0.00543950721541939,0.000372568987357492,2.48379324904995e-05,0,7.45137974714985,37.2568987357492,509.17761605524,543.950721541939,2.48379324904995,0,543.950721541939,37.2568987357492,2.48379324904995,0,509.17761605524,-1.1490584104692
"21","Anklam _ 1985","Anklam",1985,40039,16640059,"Neubrandenburg","Anklam","31/12/85",203,1,3,6,213,1985,31,12,"Kreis",1985,302,1,3,9,0,NA,0,0,NA,418,408,"",NA,10,"10",98,75,68,841,28,755,1,0,161.293873193,3,0,0,146.546026934,FALSE,0.230029265120312,25,-0.076688277885571,"Neubrandenburg _ 1985","Neubrandenburg",1985,619.6,300.5,319.1,305.9,8.4,26.9,226,6228,95,862,186,"Neubrandenburg",706,NA,NA,15554.8340368141,950,2152.90092160144,464.547066610055,0.515009683666882,10.5976092580923,3,9,213,203,203,9,3,213,1,203,0,408,4,68,28,2.49756487424761e-05,0.000224780838682285,0.00507005669472265,0.00531981318214741,7.49269462274283e-05,0.00531981318214741,0.000224780838682285,2.49756487424761e-05,7.49269462274283e-05,2.49756487424761,22.4780838682285,507.005669472265,531.981318214741,2.49756487424761,7.49269462274283,531.981318214741,22.4780838682285,2.49756487424761,7.49269462274283,507.005669472265,-0.551402101289089
"22","Anklam _ 1986","Anklam",1986,39634,16639877,"Neubrandenburg","Anklam","31/12/86",191,1,2,5,199,1986,31,12,"Kreis",1986,302,2,2,16,0,NA,NA,0,471,342,324,"36600",6308,NA,NA,NA,NA,NA,NA,29,755,1,0,161.293873193,3,0,0,146.546026934,FALSE,0.230029265120312,25,-0.076688277885571,"Neubrandenburg _ 1986","Neubrandenburg",1986,620.1,301.7,318.4,306.3,8.2,27,235,6338,94,850,188,"Neubrandenburg",763,"2.5-25","2.5-25",15991.3205833375,940,2144.6233032245,474.340212948479,0.513465570069344,10.5874426147272,2,16,199,191,191,16,2,199,1,191,0.333333333333333,324,NA,68,29,5.0461724781753e-05,0.000403693798254024,0.00481909471665742,0.00502094161578443,5.0461724781753e-05,0.00502094161578443,0.000403693798254024,2.52308623908765e-05,5.0461724781753e-05,5.0461724781753,40.3693798254024,481.909471665742,502.094161578443,2.52308623908765,5.0461724781753,502.094161578443,40.3693798254024,2.52308623908765,5.0461724781753,481.909471665742,-1.01151377407028
"23","Anklam _ 1987","Anklam",1987,39305,16661423,"Neubrandenburg","Anklam","31/12/87",185,0,1,6,192,1987,31,12,"Kreis",1987,302,2,1,12,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,1,0,161.293873193,3,0,0,146.546026934,FALSE,0.230029265120312,25,-0.076688277885571,"Neubrandenburg _ 1987","Neubrandenburg",1987,620.4,302.5,317.9,307,8.1,27.1,239,7629,93,775,175,"Neubrandenburg",693,NA,NA,19409.74430734,930,1971.75931815291,445.235975066785,0.51241134751773,10.5791070162279,1,12,192,185,185,12,1,192,0,185,0,366,NA,68,28.5,5.0884111436204e-05,0.000305304668617224,0.00470678030784887,0.00488487469787559,2.5442055718102e-05,0.00488487469787559,0.000305304668617224,0,2.5442055718102e-05,5.0884111436204,30.5304668617224,470.678030784887,488.487469787559,0,2.5442055718102,488.487469787559,30.5304668617224,0,2.5442055718102,470.678030784887,-0.830095372659837
"24","Anklam _ 1988","Anklam",1988,39021,16674632,"Neubrandenburg","Anklam","31/12/88",161,1,2,6,170,1988,31,12,"Kreis",1988,302,1,1,11,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,1,0,161.293873193,3,0,0,146.546026934,FALSE,0.230029265120312,25,-0.076688277885571,"Neubrandenburg _ 1988","Neubrandenburg",1988,620.5,303.3,317.1,307.3,7.9,26.9,245,7329,90,740,182,"Neubrandenburg",560,"2.5-25","2.5-25",18782.1942031214,900,1896.4147510315,466.415519848287,0.511039484286866,10.5718552417318,1,11,170,161,161,11,1,170,1,161,1,366,NA,68,28.5,2.56272263652905e-05,0.000281899490018195,0.00412598344481177,0.00435662848209938,2.56272263652905e-05,0.00435662848209938,0.000281899490018195,2.56272263652905e-05,2.56272263652905e-05,2.56272263652905,28.1899490018195,412.598344481177,435.662848209938,2.56272263652905,2.56272263652905,435.662848209938,28.1899490018195,2.56272263652905,2.56272263652905,412.598344481177,NA
"25","Annaberg _ 1983","Annaberg",1983,84196,16701487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1401,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,7,0,66.7620815318,1,0,1,222.10838757,FALSE,0.947180085569817,406,-0.044159527464929,"Karl-Marx-Stadt _ 1983","Karl-Marx-Stadt",1983,1903,882.4,1020.5,972.7,6,5.8,189,22447,87,2621,904,"Karl-Marx-Stadt",NA,NA,NA,26660.4114209701,870,3112.9744880992,1073.68521069885,0.536258539148713,11.3409026931637,NA,NA,NA,NA,209,36,17.3333333333333,257.25,25.5,209,1,864.5,NA,154,75.5,NA,NA,NA,NA,NA,0.00305537080146325,0.000427573756472992,0.000302864744168369,0.000205868845709218,NA,NA,NA,NA,NA,NA,305.537080146325,42.7573756472992,30.2864744168369,20.5868845709218,248.230319730153,NA
"26","Annaberg _ 1984","Annaberg",1984,83535,16659957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1401,6,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,7,0,66.7620815318,1,0,1,222.10838757,FALSE,0.947180085569817,406,-0.044159527464929,"Karl-Marx-Stadt _ 1984","Karl-Marx-Stadt",1984,1889.1,877.3,1011.7,971.5,6,5.9,196,25058,87,2589,911,"Karl-Marx-Stadt",6957,"2.5-25","2.5-25",29997.0072424732,870,3099.29969473873,1090.56084276052,0.535546027208724,11.3330209846919,NA,NA,NA,NA,209,36,17.3333333333333,257.25,25.5,209,1,864.5,NA,154,75.5,7.18261806428443e-05,NA,NA,NA,NA,0.00307954749506195,0.000430957083857066,0.000305261267732088,0.000207497855190439,7.18261806428443,NA,NA,NA,NA,NA,307.954749506195,43.0957083857066,30.5261267732088,20.7497855190439,250.194529239241,-0.785072925079576
