"","county_year","county","year","pop_county","pop_national","Bezirksverwaltung_im","county_im","Date_im","ims","imb","ime","fim","sum_im","year_im","day","month","typ_im","year_prisoners","tgs","parrests","ovs","opks","city_county","zersetz","zersetz_and_prevent","objektdienststellen","all26","initiated_telephone","realised_telephone","tapped_calls","transcribed_calls","initiated_roomcontrol","realised_roomcontrol","reports_roomcontrol","initiated_acustic","realised_acustic","reports_acustic","Hauptamtliche_Mitarbeiter_Abt26","territory_1988","cities","districtcapital","dist_border","protests53","poland","WGTV","dist_Berlin","districtcapital.1","WGTV_continuous","exits_89","pop_change_80to88","canton_year","district","Jahr.y","Wohnbevölkerung","mannlich","weiblich","percentage_employed_persons","percentage_construction_workers","percentage_farmers","industrial_productivity","available_flats","hospital_beds_per10000cit","theater_performances","theater_guests","canton.y","petition_sum","so2","staub","flats_per_ht","hospital_beds_per_ht","theater_perf_per_ht","theater_guests_per_ht","percentage_female","pop.log","ovs_clean","opks_clean","sum_im_clean","ims_clean","ims_impute","opks_impute","ovs_impute","sum_im_impute","imb_impute","ims_only_impute","zersetz_and_prevent_impute","realised_telephone_imputed","realised_roomcontrol_imputed","realised_acustic_imputed","abt26_imputed","pris_per_capita","opks_per_capita","ims_per_capita","total_ims_per_capita","ovs_per_capita","sum_im_impute_per_capita","opks_impute_per_capita","imb_impute_per_capita","ovs_impute_per_capita","pris_per_ht","opks_per_ht","ims_per_ht","total_ims_per_ht","imb_per_ht","ovs_per_ht","sum_im_impute_per_ht","opks_impute_per_ht","imb_impute_per_ht","ovs_impute_per_ht","ims_only_impute_per_ht","pop_change_yearly"
"339","Geithain _ 1985","Geithain",1985,36271,16640059,"Leipzig","Geithain","31/12/85",114,2,5,7,128,1985,31,12,"Kreis",1985,1306,0,3,10,0,0,0,0,NA,749,710,"",NA,4,"0",0,132,84,385,41,272,3,0,85.6213712093,3,0,1,172.4732202,FALSE,0.998527699787715,153,-0.0354749280004307,"Leipzig _ 1985","Leipzig",1985,1378.5,642.1,736.3,708.8,6.6,8.3,181,19725,123,2284,1123,"Leipzig",NA,NA,NA,54382.2888809242,1230,6297.04171376582,3096.13741005211,0.534131302140007,10.4987738028922,3,10,128,114,114,10,3,128,2,114,0,710,2,84,41,0,0.00027570235174106,0.00314300680984809,0.00352899010228557,8.27107055223181e-05,0.00352899010228557,0.00027570235174106,5.51404703482121e-05,8.27107055223181e-05,0,27.570235174106,314.300680984809,352.899010228557,5.51404703482121,8.27107055223181,352.899010228557,27.570235174106,5.51404703482121,8.27107055223181,314.300680984809,-0.53474469368727
"340","Geithain _ 1986","Geithain",1986,35998,16639877,"Leipzig","Geithain","31/12/86",135,2,6,4,147,1986,31,12,"Kreis",1986,1306,0,3,8,0,0,0,0,1238,950,934,"146313",10634,NA,NA,NA,NA,NA,NA,41,272,3,0,85.6213712093,3,0,1,172.4732202,FALSE,0.998527699787715,153,-0.0354749280004307,"Leipzig _ 1986","Leipzig",1986,1371.4,641,730.4,708.3,6.6,8.3,186,19527,122,2267,1080,"Leipzig",NA,NA,NA,54244.6802600144,1220,6297.57208733819,3000.16667592644,0.532594429050605,10.4912186603394,3,8,147,135,135,8,3,147,2,135,0,934,NA,84,41,0,0.000222234568587144,0.00375020834490805,0.00408356019778877,8.33379632201789e-05,0.00408356019778877,0.000222234568587144,5.55586421467859e-05,8.33379632201789e-05,0,22.2234568587144,375.020834490805,408.356019778877,5.55586421467859,8.33379632201789,408.356019778877,22.2234568587144,5.55586421467859,8.33379632201789,375.020834490805,-0.752667420253095
"341","Geithain _ 1987","Geithain",1987,35902,16661423,"Leipzig","Geithain","31/12/87",131,2,7,4,144,1987,31,12,"Kreis",1987,1306,2,3,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,3,0,85.6213712093,3,0,1,172.4732202,FALSE,0.998527699787715,153,-0.0354749280004307,"Leipzig _ 1987","Leipzig",1987,1366,640.8,725.3,705,6.5,8.3,189,19031,120,2048,948,"Leipzig",1555,NA,NA,53008.1889588324,1200,5704.41758119325,2640.52141941953,0.530966325036603,10.488548283231,3,20,144,131,131,20,3,144,2,131,0,822,NA,84,41,5.57072029413403e-05,0.000557072029413403,0.00364882179265779,0.0040109186117765,8.35608044120105e-05,0.0040109186117765,0.000557072029413403,5.57072029413403e-05,8.35608044120105e-05,5.57072029413403,55.7072029413403,364.882179265779,401.09186117765,5.57072029413403,8.35608044120105,401.09186117765,55.7072029413403,5.57072029413403,8.35608044120105,364.882179265779,-0.266681482304573
"342","Geithain _ 1988","Geithain",1988,35835,16674632,"Leipzig","Geithain","31/12/88",125,2,7,3,137,1988,31,12,"Kreis",1988,1306,3,1,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,3,0,85.6213712093,3,0,1,172.4732202,FALSE,0.998527699787715,153,-0.0354749280004307,"Leipzig _ 1988","Leipzig",1988,1360.9,642,718.9,704.9,6.5,8.3,191,18877,119,2148,999,"Leipzig",NA,NA,NA,52677.5498814009,1190,5994.13980745082,2787.77731268313,0.528253361745903,10.486680348428,1,19,137,125,125,19,1,137,2,125,0,822,NA,84,41,8.37170364169108e-05,0.000530207897307102,0.00348820985070462,0.00382307799637226,2.79056788056369e-05,0.00382307799637226,0.000530207897307102,5.58113576112739e-05,2.79056788056369e-05,8.37170364169108,53.0207897307102,348.820985070462,382.307799637226,5.58113576112739,2.79056788056369,382.307799637226,53.0207897307102,5.58113576112739,2.79056788056369,348.820985070462,NA
"343","Genthin _ 1983","Genthin",1983,40008,16701487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,704,NA,NA,14,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,2,0,71.8539427761,5,0,1,88.4072903891,FALSE,1,22,-0.0155504769475358,"Magdeburg _ 1983","Magdeburg",1983,1259,594.7,664.3,643,7.4,15.1,198,15661,108,1799,629,"Magdeburg",NA,NA,NA,39144.6710657868,1080,4496.60067986403,1572.18556288742,0.527640984908658,10.5968347130987,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,619,NA,86,44,NA,0.000349930013997201,NA,NA,NA,NA,0.000349930013997201,NA,NA,NA,34.9930013997201,NA,NA,NA,NA,NA,34.9930013997201,NA,NA,NA,NA
"344","Genthin _ 1984","Genthin",1984,39973,16659957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,704,4,3,18,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,2,0,71.8539427761,5,0,1,88.4072903891,FALSE,1,22,-0.0155504769475358,"Magdeburg _ 1984","Magdeburg",1984,1254.7,593.7,661.3,647.2,7.3,15.3,207,15765,108,1737,581,"Magdeburg",615,"2.5-25","2.5-25",39439.1214069497,1080,4345.43316738799,1453.48109974233,0.52705826093887,10.595959505181,NA,18,NA,NA,NA,18,NA,NA,NA,NA,NA,619,NA,86,44,0.000100067545593275,0.00045030395516974,NA,NA,NA,NA,0.00045030395516974,NA,NA,10.0067545593275,45.030395516974,NA,NA,NA,NA,NA,45.030395516974,NA,NA,NA,-0.0874825034993001
"345","Genthin _ 1985","Genthin",1985,39866,16640059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,704,6,1,16,0,NA,NA,0,NA,641,591,"",NA,6,"4",0,137,86,524,45,590,2,0,71.8539427761,5,0,1,88.4072903891,FALSE,1,22,-0.0155504769475358,"Magdeburg _ 1985","Magdeburg",1985,1252.1,593.7,658.7,649.7,7.3,15.4,216,15557,106,1736,537,"Magdeburg",797,NA,NA,39023.2278131741,1060,4354.58786936236,1347.01249184769,0.526076191997444,10.5932791092827,NA,16,NA,NA,NA,16,NA,NA,NA,NA,NA,591,7,86,45,0.000150504189033261,0.000401344504088697,NA,NA,NA,NA,0.000401344504088697,NA,NA,15.0504189033261,40.1344504088697,NA,NA,NA,NA,NA,40.1344504088697,NA,NA,NA,-0.267680684462012
"346","Genthin _ 1986","Genthin",1986,39734,16639877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,704,2,0,22,0,NA,NA,0,860,689,647,"349488",4321,NA,NA,NA,NA,NA,NA,43,590,2,0,71.8539427761,5,0,1,88.4072903891,FALSE,1,22,-0.0155504769475358,"Magdeburg _ 1986","Magdeburg",1986,1249.6,594.1,655.5,649.7,7.3,15.4,223,16300,106,1782,529,"Magdeburg",1200,"2.5-25","2.5-25",41022.8016308451,1060,4484.82408013288,1331.35350078019,0.524567861715749,10.589962523328,NA,22,NA,NA,NA,22,NA,NA,NA,NA,NA,647,NA,86,43,5.03347259274173e-05,0.000553681985201591,NA,NA,NA,NA,0.000553681985201591,NA,NA,5.03347259274173,55.3681985201591,NA,NA,NA,NA,NA,55.3681985201591,NA,NA,NA,-0.331109215873175
"347","Genthin _ 1987","Genthin",1987,39645,16661423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,704,7,1,28,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,2,0,71.8539427761,5,0,1,88.4072903891,FALSE,1,22,-0.0155504769475358,"Magdeburg _ 1987","Magdeburg",1987,1249.4,595.5,653.9,651.9,7.3,15.3,227,17705,105,1828,585,"Magdeburg",833,NA,NA,44658.847269517,1050,4610.92193214781,1475.59591373439,0.523371218184729,10.5877201157065,NA,28,NA,NA,NA,28,NA,NA,NA,NA,NA,619,NA,86,44,0.000176567032412662,0.00070626812965065,NA,NA,NA,NA,0.00070626812965065,NA,NA,17.6567032412662,70.626812965065,NA,NA,NA,NA,NA,70.626812965065,NA,NA,NA,-0.223989530377007
"348","Genthin _ 1988","Genthin",1988,39630,16674632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,704,8,3,18,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,2,0,71.8539427761,5,0,1,88.4072903891,FALSE,1,22,-0.0155504769475358,"Magdeburg _ 1988","Magdeburg",1988,1249.5,597.7,651.8,654.5,7.3,15.2,232,19680,105,1909,573,"Magdeburg",849,"2.5-25","2.5-25",49659.3489780469,1050,4817.05778450669,1445.87433762301,0.521648659463785,10.5873416861845,NA,18,NA,NA,NA,18,NA,NA,NA,NA,NA,619,NA,86,44,0.000201867272268483,0.000454201362604088,NA,NA,NA,NA,0.000454201362604088,NA,NA,20.1867272268483,45.4201362604088,NA,NA,NA,NA,NA,45.4201362604088,NA,NA,NA,NA
"349","Gera-Land _ 1983","Gera-Land",1983,60409,16701487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1002,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,4,0,47.6555108211,10,0,1,208.591405298,FALSE,1,214,-0.0633555072278368,"Gera _ 1983","Gera",1983,743.1,350.5,392.6,374,6.1,9.6,245,8743,103,1052,403,"Gera",NA,NA,NA,14473.0089887268,1030,1741.46236487941,667.119137876806,0.528327277620778,11.008893379445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,458.5,NA,60,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Gera-Land _ 1984","Gera-Land",1984,59754,16659957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1002,4,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,4,0,47.6555108211,10,0,1,208.591405298,FALSE,1,214,-0.0633555072278368,"Gera _ 1984","Gera",1984,742.2,350.4,391.8,376.7,6.1,9.7,260,9016,105,1024,362,"Gera",1731,"25-100","2.5-25",15088.5296381832,1050,1713.69280717609,605.817183786859,0.527890056588521,10.9979914131597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,458.5,NA,60,43.5,6.6941125280316e-05,NA,NA,NA,NA,NA,NA,NA,NA,6.6941125280316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08427552185933
"351","Gera-Land _ 1985","Gera-Land",1985,59419,16640059,"Gera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,1002,6,NA,NA,0,0,5,0,NA,532,530,"",NA,2,"1",0,65,60,344,45,470,4,0,47.6555108211,10,0,1,208.591405298,FALSE,1,214,-0.0633555072278368,"Gera _ 1985","Gera",1985,741.3,350.5,390.8,378.7,6,9.7,271,8693,105,1198,444,"Gera",2017,NA,NA,14630.000504889,1050,2016.19010754136,747.2357326781,0.527181977606907,10.9923693195246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,530,3,60,45,0.000100977801713257,NA,NA,NA,NA,NA,NA,NA,NA,10.0977801713257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.560631924222646
"352","Gera-Land _ 1986","Gera-Land",1986,59163,16639877,"Gera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,1002,5,NA,NA,0,0,2,0,495,389,387,".",6115,NA,NA,NA,NA,NA,NA,42,470,4,0,47.6555108211,10,0,1,208.591405298,FALSE,1,214,-0.0633555072278368,"Gera _ 1986","Gera",1986,739.9,350.7,389.1,378.7,6,9.6,283,8767,110,1186,427,"Gera",NA,NA,NA,14818.383111066,1100,2004.63127292396,721.734868076332,0.52588187592918,10.9880516254782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,387,NA,60,42,8.45122796342309e-05,NA,NA,NA,NA,NA,NA,NA,NA,8.45122796342309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.430838620643229
"353","Gera-Land _ 1987","Gera-Land",1987,58886,16661423,"Gera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreis",1987,1002,7,NA,NA,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,4,0,47.6555108211,10,0,1,208.591405298,FALSE,1,214,-0.0633555072278368,"Gera _ 1987","Gera",1987,741.2,352.3,388.8,379.1,5.9,9.6,297,9145,110,1018,319,"Gera",1450,NA,NA,15530.0071324254,1100,1728.76405257616,541.724688380939,0.524554776038856,10.983358650385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,458.5,NA,60,43.5,0.000118873756071053,NA,NA,NA,NA,NA,NA,NA,NA,11.8873756071053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.468198029173639
"354","Gera-Land _ 1988","Gera-Land",1988,58574,16674632,"Gera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kreis",1988,1002,20,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,4,0,47.6555108211,10,0,1,208.591405298,FALSE,1,214,-0.0633555072278368,"Gera _ 1988","Gera",1988,742,354,388,380.8,5.9,9.6,308,9607,109,1662,320,"Gera",1065,"25-100","2.5-25",16401.4750571926,1090,2837.43640523099,546.317478744836,0.522911051212938,10.9780461911005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,458.5,NA,60,43.5,0.000341448424215522,NA,NA,NA,NA,NA,NA,NA,NA,34.1448424215522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Gera _ 1983","Gera",1983,129891,16701487,"Gera","Gera-Stadt","31/12/83",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1031,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1,1,50.9932878115,1,0,1,205.211268148,TRUE,1,1568,0.0941032319839009,"Gera _ 1983","Gera",1983,743.1,350.5,392.6,374,6.1,9.6,245,8743,103,1052,403,"Gera",NA,NA,NA,6731.02832374837,1030,809.909847487509,310.26014119531,0.528327277620778,11.7744509161938,NA,NA,NA,NA,372.25,NA,NA,453.75,2.5,NA,NA,458.5,NA,60,43.5,NA,NA,NA,NA,NA,0.00349331362450054,NA,1.92469070220416e-05,NA,NA,NA,NA,NA,NA,NA,349.331362450054,NA,1.92469070220416,NA,286.586445558199,NA
"356","Gera _ 1984","Gera",1984,131313,16659957,"Gera","Gera-Stadt","31/12/84",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1031,18,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1,1,50.9932878115,1,0,1,205.211268148,TRUE,1,1568,0.0941032319839009,"Gera _ 1984","Gera",1984,742.2,350.4,391.8,376.7,6.1,9.7,260,9016,105,1024,362,"Gera",2815,"250-500","25-100",6866.0376352684,1050,779.816164431549,275.677198754122,0.527890056588521,11.7853390652907,NA,NA,NA,NA,372.25,NA,NA,453.75,2.5,NA,NA,458.5,NA,60,43.5,0.000137077060153983,NA,NA,NA,NA,0.00345548422471499,NA,1.90384805769421e-05,NA,13.7077060153983,NA,NA,NA,NA,NA,345.548422471499,NA,1.90384805769421,NA,283.482975790668,1.09476407141372
"357","Gera _ 1985","Gera",1985,131843,16640059,"Gera","Gera-Stadt","31/12/85",361,3,40,32,436,NA,NA,NA,NA,1985,1031,10,NA,NA,1,NA,NA,0,NA,532,530,"",NA,2,"1",0,65,60,344,45,78,1,1,50.9932878115,1,0,1,205.211268148,TRUE,1,1568,0.0941032319839009,"Gera _ 1985","Gera",1985,741.3,350.5,390.8,378.7,6,9.7,271,8693,105,1198,444,"Gera",2788,NA,NA,6593.44826801575,1050,908.656508119506,336.764181640284,0.527181977606907,11.7893670997388,NA,NA,NA,NA,361,NA,NA,453.75,3,NA,NA,530,3,60,45,7.58477886577217e-05,NA,NA,NA,NA,0.00344159341034412,NA,2.27543365973165e-05,NA,7.58477886577217,NA,NA,NA,2.27543365973165,NA,344.159341034412,NA,2.27543365973165,NA,273.810517054375,0.403615788231173
"358","Gera _ 1986","Gera",1986,132319,16639877,"Gera","Gera-Stadt","31/12/86",379,2,48,30,459,NA,NA,NA,NA,1986,1031,23,NA,NA,1,NA,NA,0,495,389,387,".",6115,NA,NA,NA,NA,NA,NA,42,78,1,1,50.9932878115,1,0,1,205.211268148,TRUE,1,1568,0.0941032319839009,"Gera _ 1986","Gera",1986,739.9,350.7,389.1,378.7,6,9.6,283,8767,110,1186,427,"Gera",3744,"250-500","25-100",6625.65466788594,1100,896.318744851457,322.704978121056,0.52588187592918,11.7929709527924,NA,NA,NA,NA,379,NA,NA,453.75,2,NA,NA,387,NA,60,42,0.000173822353554667,NA,NA,NA,NA,0.00342921273588827,NA,1.51149872656232e-05,NA,17.3822353554667,NA,NA,NA,1.51149872656232,NA,342.921273588827,NA,1.51149872656232,NA,286.42900868356,0.361035474010755
"359","Gera _ 1987","Gera",1987,133993,16661423,"Gera","Gera-Stadt","31/12/87",367,2,53,29,451,NA,NA,NA,NA,1987,1031,12,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1,1,50.9932878115,1,0,1,205.211268148,TRUE,1,1568,0.0941032319839009,"Gera _ 1987","Gera",1987,741.2,352.3,388.8,379.1,5.9,9.6,297,9145,110,1018,319,"Gera",2506,NA,NA,6824.98339465494,1100,759.74118050943,238.072138096766,0.524554776038856,11.8055428387626,NA,NA,NA,NA,367,NA,NA,453.75,2,NA,NA,458.5,NA,60,43.5,8.95569171523886e-05,NA,NA,NA,NA,0.00338637092982469,NA,1.49261528587314e-05,NA,8.95569171523886,NA,NA,NA,1.49261528587314,NA,338.637092982469,NA,1.49261528587314,NA,273.894904957722,1.26512443413266
"360","Gera _ 1988","Gera",1988,134834,16674632,"Gera","Gera-Stadt","31/12/88",382,3,56,28,469,NA,NA,NA,NA,1988,1031,35,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1,1,50.9932878115,1,0,1,205.211268148,TRUE,1,1568,0.0941032319839009,"Gera _ 1988","Gera",1988,742,354,388,380.8,5.9,9.6,308,9607,109,1662,320,"Gera",NA,"250-500","25-100",7125.05747808416,1090,1232.62678552887,237.328863639735,0.522911051212938,11.8117996711761,NA,NA,NA,NA,382,NA,NA,453.75,3,NA,NA,458.5,NA,60,43.5,0.00025957844460596,NA,NA,NA,NA,0.00336524912114155,NA,2.22495809662251e-05,NA,25.957844460596,NA,NA,NA,2.22495809662251,NA,336.524912114155,NA,2.22495809662251,NA,283.311330969933,NA
"361","Glauchau _ 1983","Glauchau",1983,68634,16701487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1408,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,3,0,65.200740448,2,0,1,195.204460493,FALSE,1,476,-0.0578120577412964,"Karl-Marx-Stadt _ 1983","Karl-Marx-Stadt",1983,1903,882.4,1020.5,972.7,6,5.8,189,22447,87,2621,904,"Karl-Marx-Stadt",NA,NA,NA,32705.3646880555,870,3818.80700527435,1317.1314508844,0.536258539148713,11.1365433177537,NA,NA,NA,NA,145,28,12,194.5,10,145,1.5,864.5,NA,154,75.5,NA,NA,NA,NA,NA,0.00283387242474575,0.000407961068858,0.000145700381735,0.000174840458082,NA,NA,NA,NA,NA,NA,283.387242474575,40.7961068858,14.5700381735,17.4840458082,211.26555351575,NA
"362","Glauchau _ 1984","Glauchau",1984,67697,16659957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1408,6,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,3,0,65.200740448,2,0,1,195.204460493,FALSE,1,476,-0.0578120577412964,"Karl-Marx-Stadt _ 1984","Karl-Marx-Stadt",1984,1889.1,877.3,1011.7,971.5,6,5.9,196,25058,87,2589,911,"Karl-Marx-Stadt",1610,"25-100","25-100",37014.9341920617,870,3824.39399087109,1345.70217291756,0.535546027208724,11.1227971447723,NA,NA,NA,NA,145,28,12,194.5,10,145,1.5,864.5,NA,154,75.5,8.86302199506625e-05,NA,NA,NA,NA,0.00287309629673398,0.000413607693103092,0.000147717033251104,0.000177260439901325,8.86302199506625,NA,NA,NA,NA,NA,287.309629673398,41.3607693103092,14.7717033251104,17.7260439901325,214.189698214101,-1.36521257685695
"363","Glauchau _ 1985","Glauchau",1985,67103,16640059,NA,NA,NA,147,9,26,9,191,NA,NA,NA,NA,1985,1408,4,13,25,0,NA,3,0,NA,796,780,"",NA,4,"4",0,170,154,2260,75,174,3,0,65.200740448,2,0,1,195.204460493,FALSE,1,476,-0.0578120577412964,"Karl-Marx-Stadt _ 1985","Karl-Marx-Stadt",1985,1875.9,873,1002.9,970.3,5.9,5.9,203,25671,87,2529,870,"Karl-Marx-Stadt",870,NA,NA,38256.1137356005,870,3768.83298809293,1296.51431381607,0.534623380777227,11.1139840313493,13,25,191,147,147,25,13,191,9,147,3,780,7,154,75,5.9609853508785e-05,0.000372561584429906,0.00219066211644785,0.00284637050504448,0.000193732023903551,0.00284637050504448,0.000372561584429906,0.000134122170394766,0.000193732023903551,5.9609853508785,37.2561584429906,219.066211644785,284.637050504448,13.4122170394766,19.3732023903551,284.637050504448,37.2561584429906,13.4122170394766,19.3732023903551,219.066211644785,-0.877439177511559
"364","Glauchau _ 1986","Glauchau",1986,67071,16639877,NA,NA,NA,141,8,29,12,190,NA,NA,NA,NA,1986,1408,3,NA,NA,0,NA,NA,0,1331,974,949,"360000",7840,NA,NA,NA,NA,NA,NA,76,174,3,0,65.200740448,2,0,1,195.204460493,FALSE,1,476,-0.0578120577412964,"Karl-Marx-Stadt _ 1986","Karl-Marx-Stadt",1986,1866.3,870.7,995.6,965.3,5.9,6,210,26572,95,2550,830,"Karl-Marx-Stadt",NA,NA,NA,39617.7185370727,950,3801.94122646151,1237.49459527963,0.533461930021969,11.1135070387784,NA,NA,190,141,141,28,12,190,8,141,1.5,949,NA,154,76,4.47287203113119e-05,NA,0.00210224985463166,0.00283281895304975,NA,0.00283281895304975,0.000417468056238911,0.000119276587496832,0.000178914881245248,4.47287203113119,NA,210.224985463166,283.281895304975,11.9276587496832,NA,283.281895304975,41.7468056238911,11.9276587496832,17.8914881245248,210.224985463166,-0.047687882807028
"365","Glauchau _ 1987","Glauchau",1987,66651,16661423,NA,NA,NA,147,11,27,13,198,NA,NA,NA,NA,1987,1408,3,14,30,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,3,0,65.200740448,2,0,1,195.204460493,FALSE,1,476,-0.0578120577412964,"Karl-Marx-Stadt _ 1987","Karl-Marx-Stadt",1987,1863.3,871.2,992,962.6,5.9,6,216,26486,94,2527,820,"Karl-Marx-Stadt",NA,NA,NA,39738.3385095497,940,3791.39097687957,1230.28911794272,0.532388772607739,11.1072253292452,14,30,198,147,147,30,14,198,11,147,1.5,864.5,NA,154,75.5,4.50105774857091e-05,0.000450105774857091,0.00220551829679975,0.0029706981140568,0.000210049361599976,0.0029706981140568,0.000450105774857091,0.000165038784114267,0.000210049361599976,4.50105774857091,45.0105774857091,220.551829679975,297.06981140568,16.5038784114267,21.0049361599976,297.06981140568,45.0105774857091,16.5038784114267,21.0049361599976,220.551829679975,-0.626202084358366
"366","Glauchau _ 1988","Glauchau",1988,66575,16674632,NA,NA,NA,145,12,28,14,199,NA,NA,NA,NA,1988,1408,13,9,29,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,3,0,65.200740448,2,0,1,195.204460493,FALSE,1,476,-0.0578120577412964,"Karl-Marx-Stadt _ 1988","Karl-Marx-Stadt",1988,1859.5,872,987.5,966.3,5.9,6,225,26218,93,2393,682,"Karl-Marx-Stadt",NA,NA,NA,39381.149079985,930,3594.44235824258,1024.40856177244,0.531056735681635,11.1060844106821,9,29,199,145,145,29,9,199,12,145,0,864.5,NA,154,75.5,0.000195268494179497,0.000435598948554262,0.00217799474277131,0.00298911002628614,0.000135185880585805,0.00298911002628614,0.000435598948554262,0.000180247840781074,0.000135185880585805,19.5268494179497,43.5598948554262,217.799474277131,298.911002628614,18.0247840781074,13.5185880585805,298.911002628614,43.5598948554262,18.0247840781074,13.5185880585805,217.799474277131,NA
"367","Görlitz-Land _ 1983","Görlitz-Land",1983,30129,16701487,"Dresden","Görlitz-Land","31/12/83",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1206,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,2,0,212.383479844,37,1,0,184.202777921,FALSE,0.0657550434709209,126,-0.0822674877625138,"Dresden _ 1983","Dresden",1983,1796.3,836.5,959.9,913.4,6,7.8,196,19220,98,2866,1352,"Dresden",NA,NA,NA,63792.3595207275,980,9512.42988482857,4487.37097148926,0.534376217780994,10.3132434420614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1157.5,NA,145,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
